Designator,Mid X,Mid Y,Rotation,Layer
C1,104.648,-70.612,180.0,top
J1,100.731,-68.576,270.0,top
J2,93.855,-68.58,90.0,top
J3,110.365,-68.58,90.0,top
R1,104.648,-68.58,180.0,top
R2,104.648,-69.596,180.0,top
R3,104.648,-67.564,180.0,top
R4,104.648,-66.548,180.0,top
